0.00
0.00
0.00
0.00
0.00
0.00
0.01
0.02
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.01
0.00
0.04
0.00
0.00
0.00
0.00
0.00
0.02
0.00
0.01
0.08
0.16
0.05
0.03
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.01
0.06
0.06
0.03
0.00
0.02
0.02
0.01
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.01
0.00
0.00
0.00
0.00
0.00
0.00
0.01
0.02
0.01
0.01
0.00
0.00
0.00
0.01
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.01
0.01
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.01
0.00
0.00
0.01
0.00
0.00
0.00
0.00
0.00
0.00
0.01
0.05
0.06
0.04
0.01
0.02
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.01
0.00
0.00
0.00
0.01
0.00
0.00
0.00
0.00
0.00
0.00
0.01
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.07
0.06
0.10
0.09
0.02
0.00
0.01
0.00
0.04
0.01
0.00
0.00
0.00
0.00
0.01
0.01
0.00
0.01
0.01
0.01
0.00
0.01
0.01
0.01
0.00
0.03
0.06
0.00
0.16
0.06
0.06
0.01
0.01
0.00
0.00
0.00
0.00
0.00
0.05
0.04
0.00
0.05
0.02
0.04
0.00
0.00
0.00
0.00
0.00
0.01
0.01
0.00
0.00
0.02
0.02
0.01
0.01
0.00
0.00
0.02
0.01
0.00
0.00
0.01
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
